SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 9,-3.25,EQUIP15,5,-6.4852,7.2901,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.25
SALES 10,-1.25,EQUIP6,1,-6.482,6.8823,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0350,CORE1 A 08. C-03,POWER1,-1.25
SALES 10,-2.25,EQUIP6,8,-6.4767,7.1081,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.37
SALES 10,-3.75,EQUIP5,6,-6.4796,7.4064,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-3.87
SALES 10,-4.25,EQUIP5,4,-6.4795,7.2316,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0950,CORE1 A 08. C-09,POWER1,-4.37
SALES 10,-4.5,EQUIP5,4,-6.4823,7.5119,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0950,CORE1 A 08. C-09,POWER1,-4.5
SALES 10,-4.5,EQUIP5,3,-6.4852,7.5251,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0950,CORE1 A 08. C-09,POWER1,-4.5
SALES 10,-4.75,EQUIP5,1,-6.4751,7.5701,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-4.75
SALES 10,-9,EQUIP5,1,-6.4795,8.5224,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1700,CORE1 A 08. A-17,POWER1,-8.75
SALES 31,-4,EQUIP6,1,-6.4818,7.3805,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0850,CORE1 A 08. C-08,POWER1,-4
SALES 31,-6,EQUIP6,8,-6.4668,7.7887,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-6
SALES 32,0,EQUIP7,2,-6.4963,6.5891,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 32,0,EQUIP7,5,-6.4984,6.5651,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 18,0,EQUIP5,4,-6.4892,6.6139,8/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 30,-5.5,EQUIP8,5,-6.4933,7.7188,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1125,CORE1 A 08. B-11,POWER1,-5.5
SALES 6,5.75,EQUIP6,6,-6.3693,7.5568,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. M3+2,CORE1 A 05. P0825,CORE1 A 08. B+08,POWER1,5.75
SALES 6,-2.5,EQUIP6,6,-6.4813,7.1098,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.5
SALES 6,-4.25,EQUIP5,4,-6.4952,7.4457,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.25
SALES 6,-7,EQUIP8,2,-6.484,8.0734,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-7
SALES 6,-8.5,EQUIP8,8,-6.4889,8.3801,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1550,CORE1 A 08. C-15,POWER1,-8.25
SALES 16,0,EQUIP15,3,-6.479,6.6252,10/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 16,-1,EQUIP7,4,-6.4954,6.7162,10/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0200,CORE1 A 8A. A-02,POWER1,-1
SALES 16,-4,EQUIP6,6,-6.4715,7.4211,10/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-3.87
SALES 16,-4.25,EQUIP6,7,-6.4706,7.4629,10/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0925,CORE1 A 08. B-09,POWER1,-4.25
SALES 14,0,EQUIP5,2,-6.4784,6.6275,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. A-01,POWER1,0
SALES 6,-4.75,EQUIP5,4,-6.4957,7.587,9/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-4.87
SALES 6,-2.25,EQUIP8,8,-6.4746,7.0152,9/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.25
SALES 6,-3.75,EQUIP6,7,-6.4929,7.7162,9/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0825,CORE1 A 08. B-08,POWER1,-3.75
SALES 6,-4.5,EQUIP5,2,-6.4767,7.4614,9/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.5
SALES 6,-1.75,EQUIP8,1,-6.4882,6.9016,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-1.75
SALES 9,-0.75,EQUIP6,3,-6.5036,6.8295,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-0.75
SALES 9,-1.75,EQUIP6,7,-6.4745,6.9543,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-1.75
SALES 9,-2,EQUIP6,5,-6.4734,6.9965,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2
SALES 9,-2.75,EQUIP15,2,-6.4758,7.2024,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-2.75
SALES 9,-3.5,EQUIP15,3,-6.4852,7.2942,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.5
SALES 10,-1.5,EQUIP6,2,-6.4918,6.9459,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-1.5
SALES 10,-1.75,EQUIP6,5,-6.4799,6.9745,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-1.75
SALES 10,-2.25,EQUIP5,3,-6.4897,7.0546,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-2.25
SALES 10,-4.5,EQUIP5,4,-6.4953,7.5218,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0950,CORE1 A 08. C-09,POWER1,-4.5
SALES 10,-4.5,EQUIP5,3,-6.4813,7.5257,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0950,CORE1 A 08. C-09,POWER1,-4.5
SALES 10,-10,EQUIP5,7,-6.4805,8.8396,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1900,CORE1 A 08. A-19,POWER1,-9.75
SALES 31,-5,EQUIP6,5,-6.4688,7.5515,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5
SALES 32,0,EQUIP7,1,-6.4951,6.5691,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 20,-1.75,EQUIP7,3,-6.8499,6.8298,9/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.75
SALES 30,-2.25,EQUIP8,3,-6.4818,7.062,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-2.25
SALES 30,-4.5,EQUIP8,1,-6.5048,7.4576,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.5
SALES 30,-5.5,EQUIP8,8,-6.4973,7.7262,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1125,CORE1 A 08. B-11,POWER1,-5.5
SALES 8,-6,EQUIP6,3,-6.4865,7.8084,8/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-6.25
SALES 6,-1,EQUIP8,3,-6.4838,6.8204,9/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1
SALES 6,-1.5,EQUIP6,1,-6.4817,6.8798,9/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0350,CORE1 A 08. C-03,POWER1,-1.5
SALES 6,-3.25,EQUIP8,5,-6.4961,7.269,9/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.25
SALES 6,-3.75,EQUIP6,1,-6.483,7.3018,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.75
SALES 6,-4.25,EQUIP5,1,-6.4808,7.3759,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0850,CORE1 A 08. C-08,POWER1,-4.25
SALES 6,-7.5,EQUIP8,2,-6.4834,8.2227,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.62
SALES 6,-7.5,EQUIP8,3,-6.4836,8.1394,9/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1450,CORE1 A 08. C-14,POWER1,-7.5
SALES 6,-7.5,EQUIP8,7,-6.4833,8.2205,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.75
SALES 14,0,EQUIP5,5,-6.4931,6.6731,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,0
SALES 14,0,EQUIP5,8,-6.4836,6.6246,10/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 14,0,EQUIP5,6,-6.4751,6.658,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,0
SALES 6,-7.5,EQUIP8,5,-6.4864,8.2095,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.5
SALES 6,-7.5,EQUIP8,8,-6.5057,8.1542,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1450,CORE1 A 08. C-14,POWER1,-7.5
SALES 6,-7.5,EQUIP8,3,-6.4829,8.1422,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1450,CORE1 A 08. C-14,POWER1,-7.5
SALES 6,-7.5,EQUIP8,5,-6.4913,8.2111,9/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.75
SALES 21,0,EQUIP18,6,-6.4522,6.5013,2/21/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,0
SALES 21,0,EQUIP18,3,-6.4471,6.5066,2/23/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,0
SALES 21,-2,EQUIP17,5,-6.4845,7.0048,8/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2
SALES 21,-2.5,EQUIP15,2,-6.4901,7.0077,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.5
SALES 21,-3,EQUIP17,4,-6.484,7.1519,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3
SALES 21,-3.25,EQUIP9,1,-6.4796,7.1827,5/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.25
SALES 21,-3.25,EQUIP17,4,-6.5009,6.5453,8/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.25
SALES 21,-3.5,EQUIP9,8,-6.4824,7.2745,5/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.25
SALES 21,-7.5,EQUIP15,6,-6.4875,8.2289,3/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.62
SALES 21,-9.5,EQUIP5,5,-6.4685,8.6852,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1800,CORE1 A 08. A-18,POWER1,-9.62
SALES 22,0,EQUIP16,4,-6.4652,6.5607,2/16/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 22,0,EQUIP16,5,-6.4528,6.5467,2/17/2021,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 22,-3.5,EQUIP8,6,-6.4778,7.2774,9/29/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.5
SALES 22,-3.75,EQUIP10,5,-6.4604,7.2825,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0775,CORE1 A 08. D-07,POWER1,-3.75
SALES 9,-0.5,EQUIP16,4,-6.4681,6.5654,2/21/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.5
SALES 9,-7,EQUIP9,8,-6.4968,8.0855,8/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-6.75
SALES 9,-7,EQUIP9,3,-6.503,8.0918,8/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-7
SALES 10,-2.25,EQUIP7,6,-6.4934,6.9086,2/21/2021,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.25
SALES 10,-3,EQUIP10,3,-6.4649,7.1396,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3
SALES 10,-3.25,EQUIP7,2,-6.5033,7.0611,2/24/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3.12
SALES 23,0,EQUIP18,7,-6.4539,6.5276,2/7/2021,,,CORE1 A 02. 0570,CORE1 A 01. M1+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,-0.12
SALES 23,-6,EQUIP15,5,-6.4889,7.7808,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1175,CORE1 A 08. D-11,POWER1,-5.75
SALES 24,-3.75,EQUIP7,8,-7.326,8.0162,7/20/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0525,CORE2 C 04. B-05,POWER1,-3.75
SALES 24,-6,EQUIP19,2,-7.3394,8.4886,8/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0850,CORE2 C 04. C-08,POWER1,-6
SALES 15,-3,EQUIP6,4,-7.3204,7.4017,8/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-3
SALES 31,-5.5,EQUIP19,6,-6.4858,6.9181,8/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.5
SALES 31,-6.5,EQUIP6,8,-6.4635,7.8795,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.5
SALES 17,0,EQUIP16,1,-6.4765,6.533,2/9/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+0,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 32,0,EQUIP18,3,-6.4501,6.5051,2/19/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,0.12
SALES 26,0,EQUIP18,5,-6.4647,6.5264,1/28/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+0,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 27,0,EQUIP18,3,-6.4561,6.5022,2/16/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,0
SALES 27,0,EQUIP18,2,-6.4608,6.5462,2/17/2021,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 27,0,EQUIP18,2,-6.4593,6.5534,2/15/2021,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 18,0,EQUIP5,8,-6.4755,6.6678,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.12
SALES 28,0,EQUIP18,6,-6.4718,6.5324,1/30/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 33,-1.5,EQUIP21,3,-6.4723,6.7546,5/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0225,CORE1 A 8A. B-02,POWER1,-1.25
SALES 29,0,EQUIP5,1,-6.4845,6.6023,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 20,-6,EQUIP17,2,-6.4787,7.7995,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-6
SALES 20,-6.5,EQUIP17,5,-6.4736,7.8651,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.75
SALES 30,-7,EQUIP7,8,-6.3479,7.6406,8/22/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.12
SALES 34,-3.75,EQUIP20,1,-6.4987,7.2088,6/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0700,CORE1 A 08. A-07,POWER1,-3.75
SALES 6,-0.5,EQUIP6,2,-6.4887,6.6276,3/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.5
SALES 6,-0.5,EQUIP6,2,-6.4887,6.6276,3/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.5
SALES 6,-0.5,EQUIP6,2,-6.4887,6.6276,3/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.5
SALES 6,-0.5,EQUIP6,2,-6.4887,6.6276,3/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.5
SALES 6,-0.75,EQUIP20,6,-6.4779,6.6813,7/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0150,CORE1 A 8A. C-01,POWER1,-0.75
SALES 6,-2.25,EQUIP20,8,-6.4865,6.9476,4/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.25
SALES 6,-2.25,EQUIP20,1,-6.481,6.9857,3/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.25
SALES 6,-2.5,EQUIP7,3,-6.5123,6.9712,5/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.5
SALES 6,-2.75,EQUIP15,1,-6.4845,6.9997,6/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.75
SALES 6,-2.75,EQUIP15,4,-6.4672,6.9732,3/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.75
SALES 6,-3.25,EQUIP15,5,-6.4731,7.1125,3/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.25
SALES 6,-3.25,EQUIP10,3,-6.4652,7.1809,7/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.25
SALES 6,-3.25,EQUIP10,2,-6.486,7.1444,7/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.25
SALES 6,-3.5,EQUIP15,1,-6.4893,7.1251,2/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.5
SALES 6,-3.75,EQUIP10,5,-6.4775,7.2412,7/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0725,CORE1 A 08. B-07,POWER1,-3.62
SALES 6,-4,EQUIP10,6,-6.4671,7.318,7/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0775,CORE1 A 08. D-07,POWER1,-4
SALES 6,-4,EQUIP10,6,-6.4671,7.318,7/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0725,CORE1 A 08. D-07,POWER1,-4
SALES 6,-7,EQUIP7,8,-6.3543,7.578,5/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-7.25
SALES 12,-2.75,EQUIP20,2,-6.4718,7.2093,6/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.75
SALES 16,0,EQUIP7,2,-6.4831,6.5973,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 16,-0.5,EQUIP7,5,-6.5065,6.63,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+3,CORE1 A 05. M0075,CORE1 A 8A. A-01,POWER1,-0.25
SALES 16,-0.75,EQUIP7,3,-6.5088,6.6959,10/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0175,CORE1 A 8A. D-01,POWER1,-0.75
SALES 16,-1,EQUIP7,6,-6.5178,6.7259,10/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0200,CORE1 A 8A. A-02,POWER1,-0.87
SALES 16,-5,EQUIP6,2,-6.4743,7.5732,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5
SALES 16,-6,EQUIP6,8,-6.4834,7.8092,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-6
SALES 14,0,EQUIP5,2,-6.4769,6.6283,10/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. A-01,POWER1,0
SALES 14,0,EQUIP5,5,-6.4912,6.6705,10/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,0
SALES 14,0,EQUIP5,1,-6.4737,6.6231,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0100,CORE1 A 8A. D-00,POWER1,-0.12
SALES 14,0,EQUIP5,4,-6.4933,6.6642,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.12
SALES 14,0,EQUIP5,6,-6.4768,6.6613,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.12
SALES 14,-1.75,EQUIP7,4,-6.5004,0,10/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-1.75
SALES 14,-2,EQUIP7,1,-6.493,6.85,10/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-2
SALES 14,-0.75,EQUIP7,6,-6.4904,6.6911,10/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0150,CORE1 A 8A. C-01,POWER1,-0.5
